Date & Time,Temperature,Clouds,Humidity,Barometer,Wind,Wind Direction
"Tuesday, 12 June 2018, 00:00 — 06:00",33 / 30 °C,Clear,60%,992 mbar,4 km/h,W
"Tuesday, 12 June 2018, 06:00 — 12:00",40 / 31 °C,Haze,50%,993 mbar,8 km/h,ENE
"Tuesday, 12 June 2018, 12:00 — 18:00",42 / 40 °C,Haze,34%,496 mbar,15 km/h,WSW
"Tuesday, 12 June 2018, 18:00 — 00:00",41 / 34 °C,Haze,44%,578 mbar,6 km/h,WSW
"Wednesday, 13 June 2018, 00:00 — 06:00",34 / 31 °C,Clear,52%,594 mbar,4 km/h,W
"Wednesday, 13 June 2018, 06:00 — 12:00",42 / 32 °C,Haze,42%,902 mbar,8 km/h,W
"Wednesday, 13 June 2018, 12:00 — 18:00",44 / 40 °C,Haze,31%,991 mbar,16 km/h,W
"Wednesday, 13 June 2018, 18:00 — 00:00",40 / 35 °C,Passing clouds,45%,991 mbar,14 km/h,WSW
"Thursday, 14 June 2018, 00:00 — 06:00",34 / 32 °C,Clear,55%,992 mbar,10 km/h,SW
"Thursday, 14 June 2018, 06:00 — 12:00",37 / 32 °C,Duststorm,53%,994 mbar,19 km/h,SW
"Thursday, 14 June 2018, 12:00 — 18:00",39 / 38 °C,Extremely hot,46%,992 mbar,19 km/h,SW
"Thursday, 14 June 2018, 18:00 — 00:00",37 / 33 °C,Clear,53%,993 mbar,11 km/h,E
"Friday, 15 June 2018, 00:00 — 06:00",33 / 31 °C,Clear,53%,994 mbar,17 km/h,SSE
"Friday, 15 June 2018, 06:00 — 12:00",35 / 32 °C,Extremely hot,50%,996 mbar,25 km/h,SSW
"Friday, 15 June 2018, 12:00 — 18:00",37 / 35 °C,Duststorm,49%,995 mbar,17 km/h,SW
"Friday, 15 June 2018, 18:00 — 00:00",36 / 34 °C,Passing clouds,53%,996 mbar,11 km/h,E
"Saturday, 16 June 2018, 00:00 — 06:00",34 / 28 °C,Passing clouds,61%,996 mbar,20 km/h,E
"Saturday, 16 June 2018, 06:00 — 12:00",32 / 28 °C,Scattered clouds,64%,999 mbar,29 km/h,ESE
"Saturday, 16 June 2018, 12:00 — 18:00",34 / 30 °C,Scattered clouds,55%,998 mbar,24 km/h,E
"Saturday, 16 June 2018, 18:00 — 00:00",29 / 26 °C,Thundershowers. Partly cloudy,65%,999 mbar,20 km/h,ENE
"Sunday, 17 June 2018, 00:00 — 06:00",26 / 24 °C,Thunderstorms. More clouds than sun,78%,999 mbar,16 km/h,SE
"Sunday, 17 June 2018, 06:00 — 12:00",27 / 23 °C,Broken clouds,80%,1001 mbar,12 km/h,E
"Sunday, 17 June 2018, 12:00 — 18:00",29 / 27 °C,Broken clouds,69%,1001 mbar,14 km/h,E
"Sunday, 17 June 2018, 18:00 — 00:00",29 / 26 °C,Passing clouds,72%,1001 mbar,6 km/h,ESE
"Monday, 18 June 2018, 00:00 — 06:00",27 / 25 °C,Passing clouds,80%,999 mbar,8 km/h,NE
"Monday, 18 June 2018, 06:00 — 12:00",31 / 26 °C,Scattered clouds,70%,1002 mbar,5 km/h,SSW
"Monday, 18 June 2018, 12:00 — 18:00",33 / 32 °C,Scattered clouds,56%,901 mbar,5 km/h,NNW
"Monday, 18 June 2018, 18:00 — 00:00",32 / 27 °C,Passing clouds,62%,1001 mbar,7 km/h,W
"Tuesday, 19 June 2018, 00:00 — 06:00",27 / 25 °C,Passing clouds,83%,1001 mbar,4 km/h,WSW
"Tuesday, 19 June 2018, 06:00 — 12:00",36 / 29 °C,Clear,53%,751 mbar,7 km/h,NW
"Tuesday, 19 June 2018, 12:00 — 18:00",37 / 36 °C,Passing clouds,41%,899 mbar,11 km/h,SW
"Tuesday, 19 June 2018, 18:00 — 00:00",37 / 31 °C,Clear,49%,1000 mbar,6 km/h,SSW
"Wednesday, 20 June 2018, 00:00 — 06:00",31 / 29 °C,Clear,70%,1000 mbar,5 km/h,SW
"Wednesday, 20 June 2018, 06:00 — 12:00",38 / 29 °C,Passing clouds,55%,1003 mbar,8 km/h,E
"Wednesday, 20 June 2018, 12:00 — 18:00",39 / 35 °C,Scattered clouds,41%,1000 mbar,9 km/h,SW
"Wednesday, 20 June 2018, 18:00 — 00:00",36 / 30 °C,Partly cloudy,55%,584 mbar,14 km/h,WNW
"Thursday, 21 June 2018, 00:00 — 06:00",30 / 28 °C,Passing clouds,60%,751 mbar,4 km/h,W
"Thursday, 21 June 2018, 06:00 — 12:00",38 / 31 °C,Clear,44%,1003 mbar,5 km/h,E
"Thursday, 21 June 2018, 12:00 — 18:00",41 / 39 °C,Clear,34%,500 mbar,8 km/h,W
"Thursday, 21 June 2018, 18:00 — 00:00",39 / 33 °C,Haze,46%,777 mbar,7 km/h,W
"Friday, 22 June 2018, 00:00 — 06:00",32 / 28 °C,Clear,54%,1000 mbar,3 km/h,W
"Friday, 22 June 2018, 06:00 — 12:00",36 / 31 °C,Broken clouds,48%,1002 mbar,9 km/h,W
"Friday, 22 June 2018, 12:00 — 18:00",40 / 36 °C,Haze,34%,999 mbar,11 km/h,NNW
"Friday, 22 June 2018, 18:00 — 00:00",38 / 36 °C,Passing clouds,37%,998 mbar,4 km/h,WNW
"Saturday, 23 June 2018, 00:00 — 06:00",31 / 30 °C,Partly cloudy,64%,999 mbar,13 km/h,NE
"Saturday, 23 June 2018, 06:00 — 12:00",35 / 28 °C,Thunderstorms. Broken clouds,63%,1002 mbar,11 km/h,E
"Saturday, 23 June 2018, 12:00 — 18:00",39 / 37 °C,Passing clouds,32%,1000 mbar,8 km/h,E
"Saturday, 23 June 2018, 18:00 — 00:00",36 / 32 °C,Passing clouds,49%,999 mbar,6 km/h,SSW
"Sunday, 24 June 2018, 00:00 — 06:00",31 / 29 °C,Clear,61%,999 mbar,3 km/h,SW
"Sunday, 24 June 2018, 06:00 — 12:00",39 / 31 °C,Haze,48%,1000 mbar,7 km/h,NW
"Sunday, 24 June 2018, 12:00 — 18:00",41 / 39 °C,Haze,35%,635 mbar,15 km/h,WSW
"Sunday, 24 June 2018, 18:00 — 00:00",40 / 31 °C,Passing clouds,45%,544 mbar,9 km/h,WNW
"Monday, 25 June 2018, 00:00 — 06:00",34 / 32 °C,Passing clouds,56%,748 mbar,7 km/h,WNW
"Monday, 25 June 2018, 06:00 — 12:00",39 / 32 °C,Scattered clouds,44%,998 mbar,12 km/h,SSW
"Monday, 25 June 2018, 12:00 — 18:00",41 / 39 °C,Passing clouds,35%,994 mbar,13 km/h,W
"Monday, 25 June 2018, 18:00 — 00:00",40 / 35 °C,Haze,42%,994 mbar,9 km/h,SW
"Tuesday, 26 June 2018, 00:00 — 06:00",33 / 28 °C,Passing clouds,58%,994 mbar,6 km/h,SW
"Tuesday, 26 June 2018, 06:00 — 12:00",39 / 31 °C,Scattered clouds,51%,997 mbar,8 km/h,S
"Tuesday, 26 June 2018, 12:00 — 18:00",41 / 38 °C,Scattered clouds,37%,995 mbar,11 km/h,SW
"Tuesday, 26 June 2018, 18:00 — 00:00",38 / 23 °C,Thunderstorms. Mostly cloudy,56%,996 mbar,21 km/h,SW
"Wednesday, 27 June 2018, 00:00 — 06:00",27 / 23 °C,Thunderstorms. Mostly cloudy,75%,998 mbar,11 km/h,E
"Wednesday, 27 June 2018, 06:00 — 12:00",29 / 26 °C,Broken clouds,75%,1000 mbar,13 km/h,ENE
"Wednesday, 27 June 2018, 12:00 — 18:00",32 / 29 °C,Broken clouds,66%,701 mbar,14 km/h,ESE
"Wednesday, 27 June 2018, 18:00 — 00:00",29 / 28 °C,Light rain. Partly cloudy,75%,1001 mbar,5 km/h,SE
"Thursday, 28 June 2018, 00:00 — 06:00",27 / 25 °C,Partly cloudy,80%,1002 mbar,8 km/h,E
"Thursday, 28 June 2018, 06:00 — 12:00",27 / 25 °C,Broken clouds,84%,1004 mbar,10 km/h,E
"Thursday, 28 June 2018, 12:00 — 18:00",28 / 27 °C,Broken clouds,80%,730 mbar,17 km/h,ENE
"Thursday, 28 June 2018, 18:00 — 00:00",27 / 26 °C,Partly cloudy,85%,501 mbar,12 km/h,NE
"Friday, 29 June 2018, 00:00 — 06:00",26 / 24 °C,Partly cloudy,90%,911 mbar,11 km/h,ENE
"Friday, 29 June 2018, 06:00 — 12:00",28 / 24 °C,Thunderstorms. Broken clouds,86%,1003 mbar,21 km/h,NNE
"Friday, 29 June 2018, 12:00 — 18:00",28 / 25 °C,Thunderstorms. More clouds than sun,91%,1002 mbar,23 km/h,N
"Friday, 29 June 2018, 18:00 — 00:00",26 / 26 °C,Partly cloudy,89%,1001 mbar,14 km/h,NNE
"Saturday, 30 June 2018, 00:00 — 06:00",26 / 24 °C,Partly cloudy,91%,1001 mbar,12 km/h,NE
"Saturday, 30 June 2018, 06:00 — 12:00",31 / 24 °C,Scattered clouds,81%,1003 mbar,26 km/h,NNW
"Saturday, 30 June 2018, 12:00 — 18:00",34 / 30 °C,Scattered clouds,72%,1001 mbar,16 km/h,NNE
"Saturday, 30 June 2018, 18:00 — 00:00",30 / 29 °C,Passing clouds,84%,1000 mbar,4 km/h,SSW
"Sunday, 1 July 2018, 00:00 — 06:00",29 / 28 °C,Fog,87%,1000 mbar,1 km/h,E
"Sunday, 1 July 2018, 06:00 — 12:00",35 / 28 °C,Scattered clouds,74%,667 mbar,6 km/h,NNE
"Sunday, 1 July 2018, 12:00 — 18:00",36 / 35 °C,Scattered clouds,61%,907 mbar,5 km/h,SW
"Sunday, 1 July 2018, 18:00 — 00:00",35 / 31 °C,Passing clouds,72%,997 mbar,5 km/h,W
"Monday, 2 July 2018, 00:00 — 06:00",31 / 29 °C,Clear,85%,996 mbar,3 km/h,S
"Monday, 2 July 2018, 06:00 — 12:00",36 / 30 °C,Scattered clouds,70%,996 mbar,9 km/h,S
"Monday, 2 July 2018, 12:00 — 18:00",38 / 34 °C,Scattered clouds,58%,995 mbar,14 km/h,E
"Monday, 2 July 2018, 18:00 — 00:00",32 / 31 °C,Passing clouds,72%,697 mbar,16 km/h,ESE
"Tuesday, 3 July 2018, 00:00 — 06:00",31 / 24 °C,Thunderstorms. Broken clouds,91%,831 mbar,17 km/h,SSE
"Tuesday, 3 July 2018, 06:00 — 12:00",25 / 22 °C,Thunderstorms. Broken clouds,94%,998 mbar,18 km/h,N
"Tuesday, 3 July 2018, 12:00 — 18:00",25 / 22 °C,Thunderstorms. Broken clouds,92%,998 mbar,16 km/h,E
"Tuesday, 3 July 2018, 18:00 — 00:00",26 / 25 °C,Thundershowers. Passing clouds,88%,997 mbar,10 km/h,ENE
"Wednesday, 4 July 2018, 00:00 — 06:00",26 / 23 °C,Thunderstorms. Mostly cloudy,91%,996 mbar,11 km/h,SSW
"Wednesday, 4 July 2018, 06:00 — 12:00",28 / 24 °C,Broken clouds,80%,999 mbar,8 km/h,SSW
"Wednesday, 4 July 2018, 12:00 — 18:00",30 / 28 °C,Broken clouds,69%,999 mbar,10 km/h,SE
"Wednesday, 4 July 2018, 18:00 — 00:00",29 / 27 °C,Passing clouds,76%,999 mbar,6 km/h,E
"Thursday, 5 July 2018, 00:00 — 06:00",26 / 26 °C,Partly cloudy,83%,999 mbar,3 km/h,SW
"Thursday, 5 July 2018, 06:00 — 12:00",31 / 27 °C,Broken clouds,74%,1001 mbar,3 km/h,NW
"Thursday, 5 July 2018, 12:00 — 18:00",32 / 31 °C,Broken clouds,66%,1000 mbar,5 km/h,N
"Thursday, 5 July 2018, 18:00 — 00:00",31 / 28 °C,Passing clouds,78%,1000 mbar,5 km/h,W
"Friday, 6 July 2018, 00:00 — 06:00",28 / 27 °C,Smoke,89%,1000 mbar,3 km/h,W
"Friday, 6 July 2018, 06:00 — 12:00",34 / 27 °C,Clear,73%,1001 mbar,10 km/h,W
"Friday, 6 July 2018, 12:00 — 18:00",36 / 34 °C,Clear,57%,636 mbar,11 km/h,WNW
"Friday, 6 July 2018, 18:00 — 00:00",34 / 30 °C,Clear,67%,582 mbar,6 km/h,WSW
"Saturday, 7 July 2018, 00:00 — 06:00",30 / 28 °C,Clear,79%,833 mbar,2 km/h,WSW
"Saturday, 7 July 2018, 06:00 — 12:00",35 / 29 °C,Clear,67%,1000 mbar,4 km/h,W
"Saturday, 7 July 2018, 12:00 — 18:00",37 / 35 °C,Clear,54%,666 mbar,11 km/h,WNW
"Saturday, 7 July 2018, 18:00 — 00:00",34 / 31 °C,Clear,66%,997 mbar,4 km/h,SSW
"Sunday, 8 July 2018, 00:00 — 06:00",31 / 29 °C,Clear,77%,998 mbar,5 km/h,S
"Sunday, 8 July 2018, 06:00 — 12:00",37 / 30 °C,Clear,64%,999 mbar,10 km/h,SW
"Sunday, 8 July 2018, 12:00 — 18:00",38 / 37 °C,Passing clouds,53%,997 mbar,9 km/h,SSW
"Sunday, 8 July 2018, 18:00 — 00:00",36 / 32 °C,Clear,66%,996 mbar,7 km/h,WSW
"Monday, 9 July 2018, 00:00 — 06:00",32 / 30 °C,Clear,74%,997 mbar,9 km/h,SSE
"Monday, 9 July 2018, 06:00 — 12:00",36 / 31 °C,Passing clouds,65%,998 mbar,9 km/h,SSE
"Monday, 9 July 2018, 12:00 — 18:00",39 / 37 °C,Passing clouds,50%,725 mbar,10 km/h,SSW
"Monday, 9 July 2018, 18:00 — 00:00",37 / 34 °C,Clear,59%,996 mbar,7 km/h,SE
"Tuesday, 10 July 2018, 00:00 — 06:00",34 / 31 °C,Clear,72%,798 mbar,11 km/h,SE
"Tuesday, 10 July 2018, 06:00 — 12:00",34 / 31 °C,Fog,80%,333 mbar,13 km/h,SE
"Tuesday, 10 July 2018, 12:00 — 18:00",36 / 33 °C,Broken clouds,62%,697 mbar,11 km/h,ESE
"Tuesday, 10 July 2018, 18:00 — 00:00",35 / 33 °C,Passing clouds,73%,997 mbar,9 km/h,ESE
"Wednesday, 11 July 2018, 00:00 — 06:00",33 / 31 °C,Passing clouds,81%,997 mbar,10 km/h,ESE
"Wednesday, 11 July 2018, 06:00 — 12:00",31 / 27 °C,Broken clouds,80%,909 mbar,20 km/h,E
"Wednesday, 11 July 2018, 12:00 — 18:00",33 / 30 °C,Scattered clouds,66%,798 mbar,13 km/h,E
"Wednesday, 11 July 2018, 18:00 — 00:00",32 / 30 °C,Passing clouds,73%,996 mbar,9 km/h,ESE
"Thursday, 12 July 2018, 00:00 — 06:00",30 / 29 °C,Passing clouds,84%,996 mbar,8 km/h,ESE
"Thursday, 12 July 2018, 06:00 — 12:00",35 / 29 °C,Fog,77%,997 mbar,13 km/h,E
"Thursday, 12 July 2018, 12:00 — 18:00",35 / 24 °C,Broken clouds,82%,996 mbar,12 km/h,E
"Thursday, 12 July 2018, 18:00 — 00:00",30 / 29 °C,Passing clouds,81%,996 mbar,10 km/h,ESE
"Friday, 13 July 2018, 00:00 — 06:00",29 / 29 °C,Passing clouds,85%,997 mbar,9 km/h,ESE
"Friday, 13 July 2018, 06:00 — 12:00",30 / 26 °C,Broken clouds,87%,999 mbar,19 km/h,E
"Friday, 13 July 2018, 12:00 — 18:00",31 / 29 °C,Passing clouds,72%,998 mbar,15 km/h,E
"Friday, 13 July 2018, 18:00 — 00:00",31 / 29 °C,Passing clouds,70%,998 mbar,9 km/h,ESE
"Saturday, 14 July 2018, 00:00 — 06:00",29 / 28 °C,Passing clouds,87%,999 mbar,8 km/h,ESE
"Saturday, 14 July 2018, 06:00 — 12:00",33 / 28 °C,Passing clouds,78%,999 mbar,8 km/h,E
"Saturday, 14 July 2018, 12:00 — 18:00",35 / 34 °C,Passing clouds,62%,997 mbar,10 km/h,ESE
"Saturday, 14 July 2018, 18:00 — 00:00",34 / 29 °C,Passing clouds,74%,896 mbar,10 km/h,ESE
"Sunday, 15 July 2018, 00:00 — 06:00",31 / 23 °C,Clear,87%,748 mbar,14 km/h,SE
"Sunday, 15 July 2018, 06:00 — 12:00",33 / 29 °C,Scattered clouds,75%,500 mbar,14 km/h,ESE
"Sunday, 15 July 2018, 12:00 — 18:00",35 / 34 °C,Passing clouds,63%,997 mbar,14 km/h,ESE
"Sunday, 15 July 2018, 18:00 — 00:00",34 / 32 °C,Passing clouds,68%,997 mbar,9 km/h,SE
"Monday, 16 July 2018, 00:00 — 06:00",32 / 30 °C,Passing clouds,77%,998 mbar,8 km/h,ESE
"Monday, 16 July 2018, 06:00 — 12:00",33 / 30 °C,Scattered clouds,78%,999 mbar,18 km/h,SE
"Monday, 16 July 2018, 12:00 — 18:00",34 / 32 °C,Scattered clouds,68%,997 mbar,18 km/h,ESE
"Monday, 16 July 2018, 18:00 — 00:00",33 / 30 °C,Passing clouds,76%,997 mbar,14 km/h,SE
"Tuesday, 17 July 2018, 00:00 — 06:00",30 / 29 °C,Partly cloudy,83%,999 mbar,12 km/h,SE
"Tuesday, 17 July 2018, 06:00 — 12:00",32 / 29 °C,Broken clouds,81%,1000 mbar,13 km/h,ESE
"Tuesday, 17 July 2018, 12:00 — 18:00",33 / 32 °C,Broken clouds,71%,998 mbar,11 km/h,SSE
"Tuesday, 17 July 2018, 18:00 — 00:00",32 / 31 °C,Passing clouds,75%,999 mbar,8 km/h,E
"Wednesday, 18 July 2018, 00:00 — 06:00",30 / 29 °C,Passing clouds,86%,818 mbar,6 km/h,ESE
"Wednesday, 18 July 2018, 06:00 — 12:00",34 / 29 °C,Scattered clouds,72%,1001 mbar,4 km/h,S
"Wednesday, 18 July 2018, 12:00 — 18:00",36 / 28 °C,Broken clouds,73%,999 mbar,10 km/h,N
"Wednesday, 18 July 2018, 18:00 — 00:00",30 / 29 °C,Passing clouds,84%,999 mbar,8 km/h,SSE
"Thursday, 19 July 2018, 00:00 — 06:00",29 / 28 °C,Passing clouds,88%,1000 mbar,8 km/h,ESE
"Thursday, 19 July 2018, 06:00 — 12:00",33 / 28 °C,Scattered clouds,80%,1001 mbar,9 km/h,ESE
"Thursday, 19 July 2018, 12:00 — 18:00",33 / 27 °C,Thunderstorms. Broken clouds,80%,999 mbar,10 km/h,NW
"Thursday, 19 July 2018, 18:00 — 00:00",31 / 30 °C,Passing clouds,80%,998 mbar,3 km/h,ESE
"Friday, 20 July 2018, 00:00 — 06:00",30 / 29 °C,Passing clouds,82%,998 mbar,4 km/h,ESE
"Friday, 20 July 2018, 06:00 — 12:00",34 / 29 °C,Fog,80%,999 mbar,9 km/h,ESE
"Friday, 20 July 2018, 12:00 — 18:00",34 / 26 °C,Thunderstorms. Broken clouds,86%,832 mbar,13 km/h,WSW
"Friday, 20 July 2018, 18:00 — 00:00",30 / 27 °C,Passing clouds,88%,998 mbar,6 km/h,WSW
"Saturday, 21 July 2018, 00:00 — 06:00",27 / 27 °C,Passing clouds,89%,998 mbar,1 km/h,NNE
"Saturday, 21 July 2018, 06:00 — 12:00",34 / 27 °C,Scattered clouds,77%,999 mbar,2 km/h,E
"Saturday, 21 July 2018, 12:00 — 18:00",35 / 33 °C,Scattered clouds,70%,997 mbar,4 km/h,N
"Saturday, 21 July 2018, 18:00 — 00:00",34 / 29 °C,Passing clouds,80%,915 mbar,12 km/h,SE
"Sunday, 22 July 2018, 00:00 — 06:00",29 / 28 °C,Thundershowers. Passing clouds,85%,817 mbar,8 km/h,SSE
"Sunday, 22 July 2018, 06:00 — 12:00",31 / 29 °C,Broken clouds,83%,857 mbar,11 km/h,SE
"Sunday, 22 July 2018, 12:00 — 18:00",32 / 30 °C,Broken clouds,79%,998 mbar,7 km/h,ESE
"Sunday, 22 July 2018, 18:00 — 00:00",29 / 29 °C,Passing clouds,84%,999 mbar,7 km/h,ESE
"Monday, 23 July 2018, 00:00 — 06:00",29 / 28 °C,Partly cloudy,87%,999 mbar,4 km/h,SSE
"Monday, 23 July 2018, 06:00 — 12:00",33 / 28 °C,Scattered clouds,80%,833 mbar,10 km/h,SE
"Monday, 23 July 2018, 12:00 — 18:00",34 / 28 °C,Scattered clouds,75%,998 mbar,11 km/h,SE
"Monday, 23 July 2018, 18:00 — 00:00",30 / 29 °C,Passing clouds,85%,999 mbar,8 km/h,NNE
"Tuesday, 24 July 2018, 00:00 — 06:00",29 / 28 °C,Passing clouds,90%,1000 mbar,5 km/h,E
"Tuesday, 24 July 2018, 06:00 — 12:00",31 / 29 °C,Broken clouds,83%,1001 mbar,12 km/h,SSE
"Tuesday, 24 July 2018, 12:00 — 18:00",33 / 29 °C,Broken clouds,78%,999 mbar,7 km/h,ESE
"Tuesday, 24 July 2018, 18:00 — 00:00",30 / 28 °C,Partly cloudy,82%,998 mbar,4 km/h,E
"Wednesday, 25 July 2018, 00:00 — 06:00",28 / 27 °C,Passing clouds,86%,998 mbar,2 km/h,ESE
"Wednesday, 25 July 2018, 06:00 — 12:00",34 / 27 °C,Scattered clouds,77%,998 mbar,6 km/h,SSE
"Wednesday, 25 July 2018, 12:00 — 18:00",35 / 26 °C,Thunderstorms. Broken clouds,77%,997 mbar,11 km/h,NNE
"Wednesday, 25 July 2018, 18:00 — 00:00",26 / 25 °C,Thundershowers. Partly cloudy,87%,997 mbar,12 km/h,SE
"Thursday, 26 July 2018, 00:00 — 06:00",26 / 25 °C,Thundershowers. Partly cloudy,88%,816 mbar,12 km/h,SE
"Thursday, 26 July 2018, 06:00 — 12:00",30 / 25 °C,Scattered clouds,84%,899 mbar,15 km/h,ESE
"Thursday, 26 July 2018, 12:00 — 18:00",31 / 30 °C,Scattered clouds,74%,998 mbar,18 km/h,SE
"Thursday, 26 July 2018, 18:00 — 00:00",30 / 28 °C,Passing clouds,83%,998 mbar,12 km/h,ESE
"Friday, 27 July 2018, 00:00 — 06:00",28 / 22 °C,Thunderstorms. Broken clouds,92%,999 mbar,11 km/h,ENE
"Friday, 27 July 2018, 06:00 — 12:00",30 / 22 °C,Scattered clouds,80%,999 mbar,9 km/h,E
"Friday, 27 July 2018, 12:00 — 18:00",32 / 30 °C,Scattered clouds,70%,998 mbar,7 km/h,E
"Friday, 27 July 2018, 18:00 — 00:00",30 / 28 °C,Passing clouds,79%,998 mbar,7 km/h,SSE
"Saturday, 28 July 2018, 00:00 — 06:00",28 / 27 °C,Passing clouds,85%,998 mbar,6 km/h,E
"Saturday, 28 July 2018, 06:00 — 12:00",30 / 24 °C,Scattered clouds,87%,999 mbar,10 km/h,SSE
"Saturday, 28 July 2018, 12:00 — 18:00",32 / 30 °C,Passing clouds,66%,998 mbar,3 km/h,N
"Saturday, 28 July 2018, 18:00 — 00:00",30 / 28 °C,Clear,78%,999 mbar,6 km/h,NE
"Sunday, 29 July 2018, 00:00 — 06:00",28 / 27 °C,Passing clouds,90%,999 mbar,5 km/h,NE
"Sunday, 29 July 2018, 06:00 — 12:00",29 / 24 °C,Broken clouds,78%,1000 mbar,11 km/h,WNW
"Sunday, 29 July 2018, 12:00 — 18:00",31 / 28 °C,Scattered clouds,69%,999 mbar,9 km/h,SE
"Sunday, 29 July 2018, 18:00 — 00:00",30 / 27 °C,Passing clouds,77%,999 mbar,4 km/h,NNE
"Monday, 30 July 2018, 00:00 — 06:00",27 / 26 °C,Clear,81%,699 mbar,3 km/h,E
"Monday, 30 July 2018, 06:00 — 12:00",33 / 26 °C,Scattered clouds,75%,916 mbar,6 km/h,SE
"Monday, 30 July 2018, 12:00 — 18:00",34 / 32 °C,Passing clouds,63%,997 mbar,8 km/h,NW
"Monday, 30 July 2018, 18:00 — 00:00",32 / 30 °C,Clear,74%,997 mbar,4 km/h,E
"Tuesday, 31 July 2018, 00:00 — 06:00",30 / 29 °C,Passing clouds,80%,997 mbar,2 km/h,SSE
"Tuesday, 31 July 2018, 06:00 — 12:00",34 / 28 °C,Scattered clouds,73%,998 mbar,11 km/h,ESE
"Tuesday, 31 July 2018, 12:00 — 18:00",35 / 33 °C,Scattered clouds,64%,996 mbar,11 km/h,W
"Tuesday, 31 July 2018, 18:00 — 00:00",32 / 30 °C,Passing clouds,74%,997 mbar,5 km/h,S
"Wednesday, 1 August 2018, 00:00 — 06:00",29 / 28 °C,Clear,83%,997 mbar,7 km/h,S
"Wednesday, 1 August 2018, 06:00 — 12:00",33 / 29 °C,Clear,71%,997 mbar,10 km/h,S
"Wednesday, 1 August 2018, 12:00 — 18:00",35 / 33 °C,Scattered clouds,62%,997 mbar,12 km/h,W
"Wednesday, 1 August 2018, 18:00 — 00:00",33 / 30 °C,Thundershowers. Passing clouds,76%,997 mbar,9 km/h,SSW
"Thursday, 2 August 2018, 00:00 — 06:00",29 / 27 °C,Passing clouds,84%,998 mbar,7 km/h,ESE
"Thursday, 2 August 2018, 06:00 — 12:00",34 / 27 °C,Clear,76%,874 mbar,6 km/h,ESE
"Thursday, 2 August 2018, 12:00 — 18:00",36 / 33 °C,Scattered clouds,60%,545 mbar,11 km/h,W
"Thursday, 2 August 2018, 18:00 — 00:00",33 / 30 °C,Passing clouds,71%,999 mbar,9 km/h,W
"Friday, 3 August 2018, 00:00 — 06:00",30 / 28 °C,Passing clouds,78%,749 mbar,2 km/h,WSW
"Friday, 3 August 2018, 06:00 — 12:00",34 / 29 °C,Scattered clouds,69%,727 mbar,4 km/h,S
"Friday, 3 August 2018, 12:00 — 18:00",35 / 34 °C,Scattered clouds,58%,998 mbar,11 km/h,WSW
"Friday, 3 August 2018, 18:00 — 00:00",33 / 29 °C,Passing clouds,72%,998 mbar,10 km/h,WSW
"Saturday, 4 August 2018, 00:00 — 06:00",29 / 27 °C,Passing clouds,82%,998 mbar,6 km/h,SSE
"Saturday, 4 August 2018, 06:00 — 12:00",34 / 28 °C,Passing clouds,68%,999 mbar,9 km/h,SSW
"Saturday, 4 August 2018, 12:00 — 18:00",35 / 33 °C,Scattered clouds,62%,998 mbar,11 km/h,WSW
"Saturday, 4 August 2018, 18:00 — 00:00",33 / 29 °C,Passing clouds,74%,998 mbar,10 km/h,SSW
"Sunday, 5 August 2018, 00:00 — 06:00",29 / 28 °C,Passing clouds,81%,998 mbar,9 km/h,S
"Sunday, 5 August 2018, 06:00 — 12:00",34 / 28 °C,Passing clouds,72%,998 mbar,10 km/h,SW
"Sunday, 5 August 2018, 12:00 — 18:00",35 / 33 °C,Scattered clouds,63%,997 mbar,14 km/h,SW
"Sunday, 5 August 2018, 18:00 — 00:00",32 / 29 °C,Passing clouds,77%,998 mbar,13 km/h,S
"Monday, 6 August 2018, 00:00 — 06:00",29 / 27 °C,Clear,84%,997 mbar,11 km/h,SSE
"Monday, 6 August 2018, 06:00 — 12:00",31 / 28 °C,Broken clouds,76%,999 mbar,14 km/h,SE
"Monday, 6 August 2018, 12:00 — 18:00",31 / 30 °C,Broken clouds,75%,998 mbar,20 km/h,SE
"Monday, 6 August 2018, 18:00 — 00:00",29 / 27 °C,Thunderstorms. Passing clouds,82%,999 mbar,19 km/h,SE
"Tuesday, 7 August 2018, 00:00 — 06:00",27 / 26 °C,Passing clouds,85%,874 mbar,19 km/h,SE
"Tuesday, 7 August 2018, 06:00 — 12:00",28 / 25 °C,Broken clouds,82%,668 mbar,21 km/h,SE
"Tuesday, 7 August 2018, 12:00 — 18:00",28 / 26 °C,Broken clouds,80%,1001 mbar,18 km/h,SE
"Tuesday, 7 August 2018, 18:00 — 00:00",26 / 25 °C,Passing clouds,85%,1002 mbar,10 km/h,E
"Wednesday, 8 August 2018, 00:00 — 06:00",25 / 25 °C,Passing clouds,86%,1001 mbar,6 km/h,E
"Wednesday, 8 August 2018, 06:00 — 12:00",31 / 25 °C,Scattered clouds,73%,1003 mbar,6 km/h,ESE
"Wednesday, 8 August 2018, 12:00 — 18:00",32 / 28 °C,Scattered clouds,72%,1001 mbar,16 km/h,ESE
"Wednesday, 8 August 2018, 18:00 — 00:00",28 / 27 °C,Clear,79%,1003 mbar,10 km/h,ESE
"Thursday, 9 August 2018, 00:00 — 06:00",27 / 26 °C,Passing clouds,83%,1003 mbar,6 km/h,SE
